Fscl-yr_Ex-fin,Project-nbr_No-de-projet,On-time_Respect-des-delais,On-budget_Respect-du-budget,On-scope_Respect-de-la-portee,Overall-project-health_Sante-globale-du-projet
2022-2023,2022-2023-01220,2,1,1,2
2022-2023,2022-2023-01221,1,1,1,1
2022-2023,2022-2023-01233,1,1,1,1
2022-2023,2022-2023-01234,1,1,1,1
2022-2023,2022-2023-01235,1,1,1,1
2022-2023,2022-2023-01236,1,1,1,1
2022-2023,2022-2023-01240,1,1,1,1
2022-2023,2022-2023-01242,1,1,1,1
2022-2023,2022-2023-01254,1,1,1,1
2022-2023,2022-2023-01256,1,1,1,1
2022-2023,2022-2023-01257,1,1,1,1
2022-2023,2022-2023-01258,3,3,3,3
2022-2023,2022-2023-01259,1,1,1,1
2022-2023,2022-2023-01260,1,1,1,1
2022-2023,2022-2023-01261,1,1,1,1
2022-2023,2022-2023-01264,1,1,1,1
2022-2023,2022-2023-01267,1,1,1,1
2022-2023,2022-2023-01271,3,1,1,3
2022-2023,2022-2023-01274,1,1,1,1
2022-2023,2022-2023-01275,1,1,1,1
2022-2023,2022-2023-01282,1,1,1,1
2022-2023,2022-2023-01283,1,1,1,1
2022-2023,2022-2023-01284,1,1,1,1
2022-2023,2022-2023-01285,1,1,1,1
2022-2023,2022-2023-01291,2,1,1,2
2022-2023,2022-2023-01292,2,1,2,2
2022-2023,2022-2023-01293,2,1,1,2
2022-2023,2022-2023-01296,1,1,1,1
2022-2023,2022-2023-01299,1,1,1,1
2022-2023,2022-2023-01301,2,2,3,3
2022-2023,2022-2023-01302,1,1,1,1
2022-2023,2022-2023-01303,1,1,1,1
2022-2023,2022-2023-01308,1,1,1,1
2022-2023,2022-2023-01313,1,1,1,1
2022-2023,2022-2023-01314,1,1,1,1
2022-2023,2022-2023-01315,1,1,1,1
2022-2023,2022-2023-01322,1,1,1,1
2022-2023,2022-2023-01326,1,1,1,1
2022-2023,2022-2023-01330,1,1,1,1
2022-2023,2022-2023-01333,1,1,1,1
2022-2023,2022-2023-01334,1,1,1,1
2022-2023,2022-2023-01335,1,1,1,1
2022-2023,2022-2023-01336,1,1,1,1
2022-2023,2022-2023-01337,1,1,1,1
2022-2023,2022-2023-01342,1,1,1,1
2022-2023,2022-2023-01343,1,1,1,1
2022-2023,2022-2023-01345,1,1,1,1
2022-2023,2022-2023-01347,1,1,1,1
2022-2023,2022-2023-01349,1,1,1,1
2022-2023,2022-2023-01351,1,1,1,1
2022-2023,2022-2023-01354,3,1,1,3
2022-2023,2022-2023-01357,2,1,1,2
2022-2023,2022-2023-01359,1,1,1,1
2022-2023,2022-2023-01360,1,1,1,1
2022-2023,2022-2023-01361,1,1,1,1
2022-2023,2022-2023-01362,1,1,1,1
2022-2023,2022-2023-01363,1,1,1,1
2022-2023,2022-2023-01366,1,1,1,1
2022-2023,2022-2023-01370,1,1,1,1
2022-2023,2022-2023-01374,2,2,2,2
2022-2023,2022-2023-01375,1,1,1,1
2022-2023,2022-2023-01378,1,1,1,1
2022-2023,2022-2023-01382,1,1,1,1
2022-2023,2022-2023-01383,1,1,1,1
2022-2023,2022-2023-01384,1,1,1,1
2022-2023,2022-2023-01385,1,1,1,1
2022-2023,2022-2023-01386,2,1,2,2
2022-2023,2022-2023-01387,1,1,1,1
2022-2023,2022-2023-01390,2,1,1,2
2022-2023,2022-2023-01391,1,1,1,1
2022-2023,2022-2023-01392,1,1,1,1
2022-2023,2022-2023-01393,1,1,1,1
2022-2023,2022-2023-01394,1,1,1,1
2022-2023,2022-2023-01395,2,1,1,2
2022-2023,2022-2023-01396,1,1,1,1
2022-2023,2022-2023-01399,1,1,2,2
2022-2023,2022-2023-01400,1,1,1,1
2022-2023,2022-2023-01401,1,1,1,1
2022-2023,2022-2023-01405,1,1,1,1
2022-2023,2022-2023-01406,1,2,2,2
2022-2023,2022-2023-01415,1,1,1,1
2022-2023,2022-2023-01416,1,1,1,1
2022-2023,2022-2023-01417,1,1,1,1
2022-2023,2022-2023-01418,1,1,1,1
2022-2023,2022-2023-01424,1,1,1,1
2022-2023,2022-2023-01427,1,1,1,1
2022-2023,2022-2023-01428,1,1,1,1
2022-2023,2022-2023-01429,1,1,1,1
2022-2023,2022-2023-01432,2,1,1,2
2022-2023,2022-2023-01440,2,1,1,2
2022-2023,2022-2023-01441,1,1,1,1
2022-2023,2022-2023-01446,1,1,1,1
2022-2023,2022-2023-01450,1,1,1,1
2022-2023,2022-2023-01452,1,1,1,1
2022-2023,2022-2023-01454,2,1,1,2
2022-2023,2022-2023-01455,1,1,1,1
2022-2023,2022-2023-01456,1,1,1,1
2022-2023,2022-2023-01457,1,1,1,1
2022-2023,2022-2023-01459,1,1,1,1
2022-2023,2022-2023-01460,1,1,1,1
2022-2023,2022-2023-01463,1,1,1,1
2022-2023,2022-2023-01464,1,1,1,1
2022-2023,2022-2023-01465,1,1,1,1
2022-2023,2022-2023-01466,1,1,1,1
2022-2023,2022-2023-01468,1,1,1,1
2022-2023,2022-2023-01471,1,1,1,1
2022-2023,2022-2023-01472,1,1,1,1
2022-2023,2022-2023-01474,1,1,1,1
2022-2023,2022-2023-01476,3,3,1,3
2022-2023,2022-2023-01478,1,1,1,1
2022-2023,2022-2023-01480,1,1,1,1
2022-2023,2022-2023-01487,1,1,1,1
2022-2023,2022-2023-01489,1,1,1,1
2022-2023,2022-2023-01493,1,1,1,1
2022-2023,2022-2023-01495,3,1,1,3
2022-2023,2022-2023-01501,1,3,1,3
2022-2023,2022-2023-01504,2,2,1,2
2022-2023,2022-2023-01505,3,1,2,3
2022-2023,2022-2023-01509,2,1,1,2
2022-2023,2022-2023-01511,1,1,1,1
2022-2023,2022-2023-01512,1,1,1,1
2022-2023,2022-2023-01515,1,1,1,1
2022-2023,2022-2023-01516,1,1,1,1
2022-2023,2022-2023-01518,2,1,1,2
2022-2023,2022-2023-01519,1,1,3,3
2022-2023,2022-2023-01527,1,1,1,1
2022-2023,2022-2023-01529,1,1,1,1
2022-2023,2022-2023-01530,1,1,1,1
2022-2023,2022-2023-01531,1,1,1,1
2022-2023,2022-2023-01535,1,1,1,1
2022-2023,2022-2023-01537,1,1,1,1
2022-2023,2022-2023-01538,1,1,1,1
2022-2023,2022-2023-01539,1,1,1,1
2022-2023,2022-2023-01540,1,1,1,1
2022-2023,2022-2023-01544,1,1,1,1
2022-2023,2022-2023-01545,3,3,3,3
2022-2023,2022-2023-01547,1,1,1,1
2022-2023,2022-2023-01550,1,1,1,1
2022-2023,2022-2023-01552,1,1,1,1
2022-2023,2022-2023-01553,1,1,1,1
2022-2023,2022-2023-01554,1,1,1,1
2022-2023,2022-2023-01555,1,1,1,1
2022-2023,2022-2023-01557,1,1,1,1
2022-2023,2022-2023-01561,1,1,1,1
2022-2023,2022-2023-01562,1,1,1,1
2022-2023,2022-2023-01564,1,1,1,1
2022-2023,2022-2023-01565,1,1,1,1
2022-2023,2022-2023-01566,1,1,1,1
2022-2023,2022-2023-01567,1,1,1,1
2022-2023,2022-2023-01568,1,1,1,1
2022-2023,2022-2023-01571,1,1,1,1
