Fscl-yr_Ex-fin,Project-nbr_No-de-projet,On-time_Respect-des-delais,On-budget_Respect-du-budget,On-scope_Respect-de-la-portee,Overall-project-health_Sante-globale-du-projet
2023-2024,2023-2024-01291,1,1,1,1
2023-2024,2023-2024-01292,1,1,1,1
2023-2024,2023-2024-01297,1,1,1,1
2023-2024,2023-2024-01299,2,1,1,2
2023-2024,2023-2024-01303,1,1,1,1
2023-2024,2023-2024-01305,1,1,1,1
2023-2024,2023-2024-01307,1,1,1,1
2023-2024,2023-2024-01311,1,1,1,1
2023-2024,2023-2024-01314,1,1,1,1
2023-2024,2023-2024-01315,1,1,1,1
2023-2024,2023-2024-01316,1,1,1,1
2023-2024,2023-2024-01317,1,1,1,1
2023-2024,2023-2024-01318,1,1,1,1
2023-2024,2023-2024-01320,1,1,1,1
2023-2024,2023-2024-01325,1,1,1,1
2023-2024,2023-2024-01326,1,1,1,1
2023-2024,2023-2024-01327,1,1,1,1
2023-2024,2023-2024-01332,1,1,1,1
2023-2024,2023-2024-01333,1,1,1,1
2023-2024,2023-2024-01334,1,1,2,2
2023-2024,2023-2024-01335,1,1,1,1
2023-2024,2023-2024-01338,2,1,1,2
2023-2024,2023-2024-01339,2,1,1,2
2023-2024,2023-2024-01340,2,1,2,2
2023-2024,2023-2024-01341,2,1,2,2
2023-2024,2023-2024-01342,1,1,1,1
2023-2024,2023-2024-01343,2,1,1,2
2023-2024,2023-2024-01346,1,1,1,1
2023-2024,2023-2024-01347,1,1,1,1
2023-2024,2023-2024-01350,2,1,2,2
2023-2024,2023-2024-01356,1,1,1,1
2023-2024,2023-2024-01366,3,1,1,3
2023-2024,2023-2024-01367,1,1,1,1
2023-2024,2023-2024-01368,1,1,1,1
2023-2024,2023-2024-01369,1,1,1,1
2023-2024,2023-2024-01370,1,1,1,1
2023-2024,2023-2024-01375,2,1,1,2
2023-2024,2023-2024-01376,1,1,2,2
2023-2024,2023-2024-01378,1,1,1,1
2023-2024,2023-2024-01379,1,1,1,1
2023-2024,2023-2024-01380,1,1,1,1
2023-2024,2023-2024-01381,1,1,1,1
2023-2024,2023-2024-01382,2,1,1,2
2023-2024,2023-2024-01383,1,1,1,1
2023-2024,2023-2024-01390,2,1,1,2
2023-2024,2023-2024-01391,1,1,1,1
2023-2024,2023-2024-01395,1,1,1,1
2023-2024,2023-2024-01398,1,1,1,1
2023-2024,2023-2024-01399,1,1,1,1
2023-2024,2023-2024-01400,1,1,1,1
2023-2024,2023-2024-01401,1,1,1,1
2023-2024,2023-2024-01405,2,2,2,2
2023-2024,2023-2024-01407,1,1,1,1
2023-2024,2023-2024-01408,1,1,1,1
2023-2024,2023-2024-01409,1,1,1,1
2023-2024,2023-2024-01410,1,1,1,1
2023-2024,2023-2024-01411,1,1,1,1
2023-2024,2023-2024-01413,2,1,1,2
2023-2024,2023-2024-01414,1,1,1,1
2023-2024,2023-2024-01416,1,1,1,1
2023-2024,2023-2024-01420,1,1,1,1
2023-2024,2023-2024-01421,1,3,1,3
2023-2024,2023-2024-01423,1,1,1,1
2023-2024,2023-2024-01424,3,3,1,3
2023-2024,2023-2024-01426,1,1,1,1
2023-2024,2023-2024-01428,3,3,3,3
2023-2024,2023-2024-01429,1,1,1,1
2023-2024,2023-2024-01435,1,1,1,1
2023-2024,2023-2024-01437,1,1,1,1
2023-2024,2023-2024-01450,1,1,1,1
2023-2024,2023-2024-01452,2,2,1,2
2023-2024,2023-2024-01454,2,1,1,2
2023-2024,2023-2024-01467,2,1,1,2
2023-2024,2023-2024-01468,1,1,1,1
2023-2024,2023-2024-01482,1,1,1,1
2023-2024,2023-2024-01483,1,1,1,1
2023-2024,2023-2024-01484,1,1,1,1
2023-2024,2023-2024-01485,1,1,1,1
2023-2024,2023-2024-01486,1,1,1,1
2023-2024,2023-2024-01487,1,1,1,1
2023-2024,2023-2024-01492,1,1,1,1
2023-2024,2023-2024-01493,1,1,1,1
2023-2024,2023-2024-01494,2,1,1,2
2023-2024,2023-2024-01496,2,1,1,2
2023-2024,2023-2024-01503,1,1,1,1
2023-2024,2023-2024-01507,1,1,1,1
2023-2024,2023-2024-01509,1,1,1,1
2023-2024,2023-2024-01510,1,1,1,1
2023-2024,2023-2024-01512,1,1,1,1
2023-2024,2023-2024-01513,1,1,1,1
2023-2024,2023-2024-01514,1,1,1,1
2023-2024,2023-2024-01515,1,1,1,1
2023-2024,2023-2024-01517,1,1,1,1
2023-2024,2023-2024-01518,1,1,1,1
2023-2024,2023-2024-01519,1,1,1,1
